1,0.490026
2,0.489402
3,0.488684
4,0.487851
5,0.486870
6,0.485699
7,0.484273
8,0.482501
9,0.480236
10,0.477247
11,0.473164
12,0.467472
13,0.459878
14,0.451190
15,0.442790
16,0.435151
17,0.428193
18,0.421781
19,0.415818
20,0.410241
21,0.405009
22,0.400089
23,0.395458
24,0.391094
25,0.386977
26,0.383090
27,0.379417
28,0.375942
29,0.372652
30,0.369534
31,0.366577
32,0.363768
33,0.361099
34,0.358560
35,0.356143
36,0.353839
37,0.351642
38,0.349545
39,0.347541
40,0.345626
41,0.343794
42,0.342039
43,0.340358
44,0.338747
45,0.337200
46,0.335716
47,0.334290
48,0.332919
49,0.331600
50,0.330331
51,0.329108
52,0.327930
53,0.326795
54,0.325699
55,0.324642
56,0.323620
57,0.322633
58,0.321680
59,0.320757
60,0.319864
61,0.319000
62,0.318162
63,0.317351
64,0.316565
65,0.315802
66,0.315062
67,0.314343
68,0.313645
69,0.312967
70,0.312308
71,0.311668
72,0.311045
73,0.310439
74,0.309847
75,0.309274
76,0.308715
77,0.308170
78,0.307639
79,0.307121
80,0.306616
81,0.306123
82,0.305642
83,0.305172
84,0.304714
85,0.304266
86,0.303828
87,0.303400
88,0.302981
89,0.302572
90,0.302172
91,0.301780
92,0.301397
93,0.301022
94,0.300654
95,0.300295
96,0.299942
97,0.299597
98,0.299259
99,0.298927
100,0.298602
101,0.298283
102,0.297971
103,0.297664
104,0.297363
105,0.297067
106,0.296778
107,0.296493
108,0.296213
109,0.295939
110,0.295669
111,0.295404
112,0.295143
113,0.294887
114,0.294636
115,0.294387
116,0.294144
117,0.293905
118,0.293670
119,0.293438
120,0.293210
121,0.292986
122,0.292765
123,0.292547
124,0.292333
125,0.292122
126,0.291914
127,0.291708
128,0.291506
129,0.291307
130,0.291111
131,0.290917
132,0.290726
133,0.290537
134,0.290351
135,0.290167
136,0.289986
137,0.289807
138,0.289630
139,0.289455
140,0.289283
141,0.289113
142,0.288944
143,0.288778
144,0.288614
145,0.288451
146,0.288291
147,0.288132
148,0.287975
149,0.287819
150,0.287666
151,0.287513
152,0.287363
153,0.287214
154,0.287066
155,0.286919
156,0.286774
157,0.286631
158,0.286488
159,0.286347
160,0.286207
161,0.286067
162,0.285929
163,0.285793
164,0.285656
165,0.285521
166,0.285387
167,0.285253
168,0.285119
169,0.284987
170,0.284855
171,0.284724
172,0.284593
173,0.284463
174,0.284332
175,0.284203
176,0.284073
177,0.283943
178,0.283815
179,0.283686
180,0.283557
181,0.283429
182,0.283300
183,0.283170
184,0.283042
185,0.282913
186,0.282782
187,0.282653
188,0.282523
189,0.282391
190,0.282261
191,0.282128
192,0.281995
193,0.281862
194,0.281727
195,0.281592
196,0.281457
197,0.281318
198,0.281181
199,0.281042
200,0.280899
201,0.280758
202,0.280615
203,0.280468
204,0.280323
205,0.280174
206,0.280023
207,0.279873
208,0.279716
209,0.279562
210,0.279404
211,0.279241
212,0.279081
213,0.278913
214,0.278747
215,0.278577
216,0.278402
217,0.278230
218,0.278047
219,0.277869
220,0.277684
221,0.277496
222,0.277307
223,0.277109
224,0.276916
225,0.276711
226,0.276513
227,0.276299
228,0.276094
229,0.275877
230,0.275663
231,0.275440
232,0.275218
233,0.274988
234,0.274757
235,0.274521
236,0.274284
237,0.274039
238,0.273797
239,0.273543
240,0.273296
241,0.273031
242,0.272781
243,0.272511
244,0.272250
245,0.271981
246,0.271704
247,0.271437
248,0.271152
249,0.270875
250,0.270594
251,0.270301
252,0.270018
253,0.269732
254,0.269431
255,0.269141
256,0.268851
257,0.268545
258,0.268247
259,0.267950
260,0.267645
261,0.267333
262,0.267037
263,0.266730
264,0.266412
265,0.266108
266,0.265805
267,0.265491
268,0.265175
269,0.264861
270,0.264557
271,0.264245
272,0.263923
273,0.263605
274,0.263299
275,0.262984
276,0.262669
277,0.262348
278,0.262026
279,0.261722
280,0.261408
281,0.261089
282,0.260772
283,0.260448
284,0.260131
285,0.259824
286,0.259509
287,0.259192
288,0.258876
289,0.258553
290,0.258230
291,0.257919
292,0.257608
293,0.257291
294,0.256981
295,0.256662
296,0.256338
297,0.256023
298,0.255701
299,0.255376
300,0.255067
301,0.254755
302,0.254436
303,0.254114
304,0.253798
305,0.253474
306,0.253143
307,0.252824
308,0.252497
309,0.252174
310,0.251883
311,0.251555
312,0.251255
313,0.250949
314,0.250617
315,0.250301
316,0.249978
317,0.249650
318,0.249322
319,0.248990
320,0.248645
321,0.248290
322,0.247926
323,0.247550
324,0.247170
325,0.246775
326,0.246377
327,0.245979
328,0.245570
329,0.245151
330,0.244721
331,0.244279
332,0.243828
333,0.243372
334,0.242903
335,0.242424
336,0.241930
337,0.241436
338,0.240923
339,0.240401
340,0.239862
341,0.239323
342,0.238775
343,0.238216
344,0.237654
345,0.237083
346,0.236507
347,0.235923
348,0.235338
349,0.234755
350,0.234159
351,0.233571
352,0.232975
353,0.232385
354,0.231790
355,0.231199
356,0.230605
357,0.230016
358,0.229427
359,0.228841
360,0.228254
361,0.227668
362,0.227087
363,0.226505
364,0.225927
365,0.225348
366,0.224772
367,0.224200
368,0.223627
369,0.223057
370,0.222491
371,0.221924
372,0.221360
373,0.220800
374,0.220240
375,0.219683
376,0.219129
377,0.218576
378,0.218025
379,0.217478
380,0.216932
381,0.216388
382,0.215847
383,0.215308
384,0.214770
385,0.214236
386,0.213704
387,0.213173
388,0.212646
389,0.212121
390,0.211597
391,0.211076
392,0.210557
393,0.210040
394,0.209526
395,0.209015
396,0.208504
397,0.207997
398,0.207492
399,0.206989
400,0.206488
401,0.205990
402,0.205493
403,0.204999
404,0.204507
405,0.204017
406,0.203529
407,0.203044
408,0.202561
409,0.202079
410,0.201600
411,0.201123
412,0.200648
413,0.200175
414,0.199704
415,0.199235
416,0.198768
417,0.198304
418,0.197842
419,0.197381
420,0.196922
421,0.196466
422,0.196012
423,0.195559
